Day of Week Ending,Lineage Bin,Modeltype,Usa Or Hhsregion,Variant,95CI,Share
09-Oct-21,VOC,weighted,2,B.1.1.529,,0
09-Oct-21,VOC,weighted,3,B.1.617.2,98.6-99.8%,0.99432838
09-Oct-21,VOC,weighted,3,B.1.1.529,,0
09-Oct-21,VOC,weighted,4,B.1.617.2,97.8-99.3%,0.987021506
09-Oct-21,VOC,weighted,4,B.1.1.529,,0
09-Oct-21,VOC,weighted,5,B.1.617.2,98.7-99.5%,0.991577387
09-Oct-21,VOC,weighted,5,B.1.1.529,,0
09-Oct-21,VOC,weighted,6,B.1.617.2,97.3-99.6%,0.987971485
09-Oct-21,VOC,weighted,6,B.1.1.529,,0
09-Oct-21,VOC,weighted,7,B.1.617.2,98.2-99.9%,0.993561327
09-Oct-21,VOC,weighted,7,B.1.1.529,,0
09-Oct-21,VOC,weighted,8,B.1.617.2,97.8-99.9%,0.992782533
09-Oct-21,VOC,weighted,8,B.1.1.529,,0
09-Oct-21,VOC,weighted,9,B.1.617.2,97.5-99.8%,0.990851104
09-Oct-21,VOC,weighted,9,B.1.1.529,,0
09-Oct-21,VOC,weighted,10,B.1.617.2,98.6-99.9%,0.994780719
09-Oct-21,VOC,weighted,10,B.1.1.529,,0
09-Oct-21,Other,weighted,USA,Other*,0.6-1.2%,0.008821482
09-Oct-21,Other,weighted,1,Other*,0.0-1.1%,0.00267053
09-Oct-21,Other,weighted,2,Other*,0.3-2.8%,0.011099458
09-Oct-21,Other,weighted,3,Other*,0.2-1.4%,0.005671614
09-Oct-21,Other,weighted,4,Other*,0.7-2.2%,0.012978473
09-Oct-21,Other,weighted,5,Other*,0.5-1.3%,0.008422608
09-Oct-21,Other,weighted,6,Other*,0.4-2.7%,0.012028519
09-Oct-21,Other,weighted,7,Other*,0.1-1.8%,0.006438659
09-Oct-21,Other,weighted,8,Other*,0.1-2.2%,0.007217496
09-Oct-21,Other,weighted,9,Other*,0.2-2.5%,0.009148871
09-Oct-21,Other,weighted,10,Other*,0.1-1.4%,0.00521931
16-Oct-21,VOC,weighted,USA,B.1.617.2,98.7-99.5%,0.99151212
16-Oct-21,VOC,weighted,USA,B.1.1.529,,0
16-Oct-21,VOC,weighted,1,B.1.617.2,99.3-100.0%,0.99771589
16-Oct-21,VOC,weighted,1,B.1.1.529,,0
16-Oct-21,VOC,weighted,2,B.1.617.2,99.1-99.9%,0.996067166
16-Oct-21,VOC,weighted,2,B.1.1.529,,0
16-Oct-21,VOC,weighted,3,B.1.617.2,98.6-99.8%,0.993478954
16-Oct-21,VOC,weighted,3,B.1.1.529,,0
16-Oct-21,VOC,weighted,4,B.1.617.2,97.8-99.7%,0.990638614
16-Oct-21,VOC,weighted,4,B.1.1.529,,0
16-Oct-21,VOC,weighted,5,B.1.617.2,98.5-99.6%,0.992120445
16-Oct-21,VOC,weighted,5,B.1.1.529,,0
16-Oct-21,VOC,weighted,6,B.1.617.2,95.9-99.5%,0.982878089
16-Oct-21,VOC,weighted,6,B.1.1.529,,0
16-Oct-21,VOC,weighted,7,B.1.617.2,97.3-99.9%,0.992023468
16-Oct-21,VOC,weighted,7,B.1.1.529,,0
16-Oct-21,VOC,weighted,8,B.1.617.2,98.5-99.8%,0.993669927
16-Oct-21,VOC,weighted,8,B.1.1.529,,0
16-Oct-21,VOC,weighted,9,B.1.617.2,95.1-99.9%,0.98756212
16-Oct-21,VOC,weighted,9,B.1.1.529,,0
16-Oct-21,VOC,weighted,10,B.1.617.2,98.7-99.9%,0.996175647
16-Oct-21,VOC,weighted,10,B.1.1.529,,0
16-Oct-21,Other,weighted,USA,Other*,0.5-1.3%,0.008487905
16-Oct-21,Other,weighted,1,Other*,0.0-0.7%,0.002284111
16-Oct-21,Other,weighted,2,Other*,0.1-0.9%,0.003932831
16-Oct-21,Other,weighted,3,Other*,0.2-1.4%,0.006521051
16-Oct-21,Other,weighted,4,Other*,0.3-2.2%,0.009361391
16-Oct-21,Other,weighted,5,Other*,0.4-1.5%,0.007879565
16-Oct-21,Other,weighted,6,Other*,0.5-4.1%,0.01712193
16-Oct-21,Other,weighted,7,Other*,0.1-2.7%,0.00797651
16-Oct-21,Other,weighted,8,Other*,0.2-1.5%,0.006330099
16-Oct-21,Other,weighted,9,Other*,0.1-4.9%,0.012437852
16-Oct-21,Other,weighted,10,Other*,0.1-1.3%,0.00382437
23-Oct-21,VOC,weighted,USA,B.1.617.2,98.5-99.4%,0.990120113
23-Oct-21,VOC,weighted,USA,B.1.1.529,,0
23-Oct-21,VOC,weighted,1,B.1.617.2,98.4-100.0%,0.996374786
23-Oct-21,VOC,weighted,1,B.1.1.529,,0
23-Oct-21,VOC,weighted,2,B.1.617.2,98.0-99.9%,0.993266225
23-Oct-21,VOC,weighted,2,B.1.1.529,,0
23-Oct-21,VOC,weighted,3,B.1.617.2,98.1-99.8%,0.992675662
23-Oct-21,VOC,weighted,3,B.1.1.529,,0
23-Oct-21,VOC,weighted,4,B.1.617.2,96.8-99.3%,0.983587444
23-Oct-21,VOC,weighted,4,B.1.1.529,,0
23-Oct-21,VOC,weighted,5,B.1.617.2,98.2-99.5%,0.989970326
23-Oct-21,VOC,weighted,5,B.1.1.529,,0
23-Oct-21,VOC,weighted,6,B.1.617.2,94.7-99.6%,0.981710672
23-Oct-21,VOC,weighted,6,B.1.1.529,,0
23-Oct-21,VOC,weighted,7,B.1.617.2,97.0-99.6%,0.987145066
23-Oct-21,VOC,weighted,7,B.1.1.529,,0
23-Oct-21,VOC,weighted,8,B.1.617.2,98.0-99.9%,0.993435025
23-Oct-21,VOC,weighted,8,B.1.1.529,,0
23-Oct-21,VOC,weighted,9,B.1.617.2,96.9-99.9%,0.992406428
23-Oct-21,VOC,weighted,9,B.1.1.529,,0
23-Oct-21,VOC,weighted,10,B.1.617.2,98.4-100.0%,0.996311903
23-Oct-21,VOC,weighted,10,B.1.1.529,,0
23-Oct-21,Other,weighted,USA,Other*,0.6-1.5%,0.009879886
23-Oct-21,Other,weighted,1,Other*,0.0-1.6%,0.003625188
23-Oct-21,Other,weighted,2,Other*,0.1-2.0%,0.006733778
23-Oct-21,Other,weighted,3,Other*,0.2-1.9%,0.007324361
23-Oct-21,Other,weighted,4,Other*,0.7-3.2%,0.016412577
23-Oct-21,Other,weighted,5,Other*,0.5-1.8%,0.010029672
23-Oct-21,Other,weighted,6,Other*,0.4-5.3%,0.018289313
23-Oct-21,Other,weighted,7,Other*,0.4-3.0%,0.01285492
23-Oct-21,Other,weighted,8,Other*,0.1-2.0%,0.006564961
23-Oct-21,Other,weighted,9,Other*,0.1-3.1%,0.007593575
23-Oct-21,Other,weighted,10,Other*,0.0-1.6%,0.003688098
30-Oct-21,VOC,weighted,USA,B.1.617.2,98.8-99.5%,0.992067516
30-Oct-21,VOC,weighted,USA,B.1.1.529,,0
30-Oct-21,VOC,weighted,1,B.1.617.2,97.8-99.9%,0.993198514
30-Oct-21,VOC,weighted,1,B.1.1.529,,0
30-Oct-21,VOC,weighted,2,B.1.617.2,97.8-99.9%,0.993418515
30-Oct-21,VOC,weighted,2,B.1.1.529,,0
30-Oct-21,VOC,weighted,3,B.1.617.2,98.5-99.8%,0.994140923
30-Oct-21,VOC,weighted,3,B.1.1.529,,0
30-Oct-21,VOC,weighted,4,B.1.617.2,97.6-99.5%,0.988087893
30-Oct-21,VOC,weighted,4,B.1.1.529,,0
30-Oct-21,VOC,weighted,5,B.1.617.2,98.5-99.7%,0.992953837
30-Oct-21,VOC,weighted,5,B.1.1.529,,0
30-Oct-21,VOC,weighted,6,B.1.617.2,96.4-99.5%,0.984930456
30-Oct-21,VOC,weighted,6,B.1.1.529,,0
30-Oct-21,VOC,weighted,7,B.1.617.2,98.7-99.8%,0.994405389
30-Oct-21,VOC,weighted,7,B.1.1.529,,0
30-Oct-21,VOC,weighted,8,B.1.617.2,98.2-100.0%,0.995647192
30-Oct-21,VOC,weighted,8,B.1.1.529,,0
30-Oct-21,VOC,weighted,9,B.1.617.2,96.5-100.0%,0.991978407
30-Oct-21,VOC,weighted,9,B.1.1.529,,0
30-Oct-21,VOC,weighted,10,B.1.617.2,98.1-99.9%,0.993573964
30-Oct-21,VOC,weighted,10,B.1.1.529,,0
30-Oct-21,Other,weighted,USA,Other*,0.5-1.2%,0.007932487
30-Oct-21,Other,weighted,1,Other*,0.1-2.2%,0.006801473
30-Oct-21,Other,weighted,2,Other*,0.1-2.2%,0.006581456
30-Oct-21,Other,weighted,3,Other*,0.2-1.5%,0.005859079
30-Oct-21,Other,weighted,4,Other*,0.5-2.4%,0.011912124
30-Oct-21,Other,weighted,5,Other*,0.3-1.5%,0.00704617
30-Oct-21,Other,weighted,6,Other*,0.5-3.6%,0.015069537
30-Oct-21,Other,weighted,7,Other*,0.2-1.3%,0.005594623
30-Oct-21,Other,weighted,8,Other*,0.0-1.8%,0.004352812
30-Oct-21,Other,weighted,9,Other*,0.0-3.5%,0.008021565
30-Oct-21,Other,weighted,10,Other*,0.1-1.9%,0.006426012
06-Nov-21,VOC,weighted,USA,B.1.617.2,98.1-99.1%,0.986644089
06-Nov-21,VOC,weighted,USA,B.1.1.529,,0
06-Nov-21,VOC,weighted,1,B.1.617.2,98.6-100.0%,0.996123493
06-Nov-21,VOC,weighted,1,B.1.1.529,,0
06-Nov-21,VOC,weighted,2,B.1.617.2,95.6-99.5%,0.981911719
06-Nov-21,VOC,weighted,2,B.1.1.529,,0
06-Nov-21,VOC,weighted,3,B.1.617.2,96.9-99.7%,0.987708688
06-Nov-21,VOC,weighted,3,B.1.1.529,,0
06-Nov-21,VOC,weighted,4,B.1.617.2,95.7-98.8%,0.975725114
06-Nov-21,VOC,weighted,4,B.1.1.529,,0
06-Nov-21,VOC,weighted,5,B.1.617.2,97.4-99.4%,0.986263633
06-Nov-21,VOC,weighted,5,B.1.1.529,,0
06-Nov-21,VOC,weighted,6,B.1.617.2,93.8-99.2%,0.973952234
06-Nov-21,VOC,weighted,6,B.1.1.529,,0
06-Nov-21,VOC,weighted,7,B.1.617.2,97.5-99.6%,0.989032805
06-Nov-21,VOC,weighted,7,B.1.1.529,,0
06-Nov-21,VOC,weighted,8,B.1.617.2,97.2-99.9%,0.992224455
06-Nov-21,VOC,weighted,8,B.1.1.529,,0
06-Nov-21,VOC,weighted,9,B.1.617.2,95.6-99.9%,0.989810646
06-Nov-21,VOC,weighted,9,B.1.1.529,,0
06-Nov-21,VOC,weighted,10,B.1.617.2,98.9-100.0%,0.997288585
06-Nov-21,VOC,weighted,10,B.1.1.529,,0
06-Nov-21,Other,weighted,USA,Other*,0.9-1.9%,0.013355926
06-Nov-21,Other,weighted,1,Other*,0.0-1.4%,0.003876502
06-Nov-21,Other,weighted,2,Other*,0.5-4.4%,0.01808829
06-Nov-21,Other,weighted,3,Other*,0.3-3.1%,0.012291295
06-Nov-21,Other,weighted,4,Other*,1.2-4.3%,0.024274888
06-Nov-21,Other,weighted,5,Other*,0.6-2.6%,0.013736387
06-Nov-21,Other,weighted,6,Other*,0.8-6.2%,0.026047766
06-Nov-21,Other,weighted,7,Other*,0.4-2.5%,0.010967184
06-Nov-21,Other,weighted,8,Other*,0.1-2.8%,0.007775554
06-Nov-21,Other,weighted,9,Other*,0.1-4.4%,0.010189342
06-Nov-21,Other,weighted,10,Other*,0.0-1.1%,0.002711393
13-Nov-21,VOC,weighted,USA,B.1.617.2,98.1-99.1%,0.986386895
13-Nov-21,VOC,weighted,USA,B.1.1.529,,0
13-Nov-21,VOC,weighted,1,B.1.617.2,97.9-99.9%,0.993377924
13-Nov-21,VOC,weighted,1,B.1.1.529,,0
13-Nov-21,VOC,weighted,2,B.1.617.2,96.7-99.7%,0.986993015
13-Nov-21,VOC,weighted,2,B.1.1.529,,0
13-Nov-21,VOC,weighted,3,B.1.617.2,97.5-99.7%,0.989749432
13-Nov-21,VOC,weighted,3,B.1.1.529,,0
13-Nov-21,VOC,weighted,4,B.1.617.2,96.9-99.1%,0.982601523
13-Nov-21,VOC,weighted,4,B.1.1.529,,0
13-Nov-21,VOC,weighted,5,B.1.617.2,97.0-99.3%,0.984293103
13-Nov-21,VOC,weighted,5,B.1.1.529,,0
13-Nov-21,VOC,weighted,6,B.1.617.2,94.5-99.2%,0.975500464
13-Nov-21,VOC,weighted,6,B.1.1.529,,0
13-Nov-21,VOC,weighted,7,B.1.617.2,96.5-99.6%,0.98643595
13-Nov-21,VOC,weighted,7,B.1.1.529,,0
13-Nov-21,VOC,weighted,8,B.1.617.2,96.6-99.9%,0.991053641
13-Nov-21,VOC,weighted,8,B.1.1.529,,0
13-Nov-21,VOC,weighted,9,B.1.617.2,95.6-99.9%,0.987782121
13-Nov-21,VOC,weighted,9,B.1.1.529,,0
13-Nov-21,VOC,weighted,10,B.1.617.2,97.3-99.9%,0.99262923
13-Nov-21,VOC,weighted,10,B.1.1.529,,0
13-Nov-21,Other,weighted,USA,Other*,0.9-1.9%,0.013613086
13-Nov-21,Other,weighted,1,Other*,0.1-2.1%,0.006622063
13-Nov-21,Other,weighted,2,Other*,0.3-3.3%,0.013006997
13-Nov-21,Other,weighted,3,Other*,0.3-2.5%,0.010250589
13-Nov-21,Other,weighted,4,Other*,0.9-3.1%,0.017398447
13-Nov-21,Other,weighted,5,Other*,0.7-3.0%,0.015706874
13-Nov-21,Other,weighted,6,Other*,0.8-5.5%,0.024499536
13-Nov-21,Other,weighted,7,Other*,0.4-3.5%,0.013564064
13-Nov-21,Other,weighted,8,Other*,0.1-3.4%,0.008946353
13-Nov-21,Other,weighted,9,Other*,0.1-4.4%,0.012217857
13-Nov-21,Other,weighted,10,Other*,0.1-2.7%,0.007370776
20-Nov-21,VOC,weighted,USA,B.1.617.2,97.7-98.8%,0.983351231
20-Nov-21,VOC,weighted,USA,B.1.1.529,,0
20-Nov-21,VOC,weighted,1,B.1.617.2,97.6-99.9%,0.992708743
20-Nov-21,VOC,weighted,1,B.1.1.529,,0
20-Nov-21,VOC,weighted,2,B.1.617.2,95.4-99.3%,0.979976714
20-Nov-21,VOC,weighted,2,B.1.1.529,,0
20-Nov-21,VOC,weighted,3,B.1.617.2,96.0-99.6%,0.984740973
20-Nov-21,VOC,weighted,3,B.1.1.529,,0
20-Nov-21,VOC,weighted,4,B.1.617.2,95.8-99.1%,0.979086637
20-Nov-21,VOC,weighted,4,B.1.1.529,,0
20-Nov-21,VOC,weighted,5,B.1.617.2,96.7-99.1%,0.982170641
20-Nov-21,VOC,weighted,5,B.1.1.529,,0
20-Nov-21,VOC,weighted,6,B.1.617.2,94.6-99.0%,0.974382937
20-Nov-21,VOC,weighted,6,B.1.1.529,,0
20-Nov-21,VOC,weighted,7,B.1.617.2,95.2-99.3%,0.978580058
20-Nov-21,VOC,weighted,7,B.1.1.529,,0
20-Nov-21,VOC,weighted,8,B.1.617.2,95.3-99.9%,0.988409221
20-Nov-21,VOC,weighted,8,B.1.1.529,,0
20-Nov-21,VOC,weighted,9,B.1.617.2,95.1-99.8%,0.985414326
20-Nov-21,VOC,weighted,9,B.1.1.529,,0
20-Nov-21,VOC,weighted,10,B.1.617.2,97.7-99.9%,0.992620707
20-Nov-21,VOC,weighted,10,B.1.1.529,,0
20-Nov-21,Other,weighted,USA,Other*,1.2-2.3%,0.016648792
20-Nov-21,Other,weighted,1,Other*,0.1-2.4%,0.007291266
20-Nov-21,Other,weighted,2,Other*,0.7-4.6%,0.020023277
20-Nov-21,Other,weighted,3,Other*,0.4-4.0%,0.01525901
20-Nov-21,Other,weighted,4,Other*,0.9-4.2%,0.020913376
20-Nov-21,Other,weighted,5,Other*,0.9-3.3%,0.017829373
20-Nov-21,Other,weighted,6,Other*,1.0-5.4%,0.025617084
20-Nov-21,Other,weighted,7,Other*,0.7-4.8%,0.021419931
20-Nov-21,Other,weighted,8,Other*,0.1-4.7%,0.011590788
20-Nov-21,Other,weighted,9,Other*,0.2-4.9%,0.014585697
20-Nov-21,Other,weighted,10,Other*,0.1-2.3%,0.007379278
27-Nov-21,VOC,weighted,USA,B.1.617.2,99.5-99.8%,0.997008622
27-Nov-21,VOC,weighted,USA,B.1.1.529,0.0-0.1%,0.000514448
27-Nov-21,VOC,weighted,1,B.1.617.2,99.5-100.0%,0.998700678
27-Nov-21,VOC,weighted,1,B.1.1.529,0.0-0.1%,0.000212536
27-Nov-21,VOC,weighted,2,B.1.617.2,97.5-99.9%,0.992252231
27-Nov-21,VOC,weighted,2,B.1.1.529,0.0-1.0%,0.002605251
27-Nov-21,VOC,weighted,3,B.1.617.2,99.0-100.0%,0.997078836
27-Nov-21,VOC,weighted,3,B.1.1.529,0.0-0.5%,0.00116236
27-Nov-21,VOC,weighted,4,B.1.617.2,98.7-100.0%,0.996191919
27-Nov-21,VOC,weighted,4,B.1.1.529,,0
27-Nov-21,VOC,weighted,5,B.1.617.2,99.3-100.0%,0.997585118
27-Nov-21,VOC,weighted,5,B.1.1.529,,0
27-Nov-21,VOC,weighted,6,B.1.617.2,99.2-100.0%,0.99815464
27-Nov-21,VOC,weighted,6,B.1.1.529,,0
27-Nov-21,VOC,weighted,7,B.1.617.2,96.6-99.9%,0.991187334
27-Nov-21,VOC,weighted,7,B.1.1.529,0.0-1.7%,0.002684583
27-Nov-21,VOC,weighted,8,B.1.617.2,99.1-100.0%,0.99863261
27-Nov-21,VOC,weighted,8,B.1.1.529,,0
27-Nov-21,VOC,weighted,9,B.1.617.2,99.2-100.0%,0.998280466
27-Nov-21,VOC,weighted,9,B.1.1.529,0.0-0.1%,0.00021037
27-Nov-21,VOC,weighted,10,B.1.617.2,,1
27-Nov-21,VOC,weighted,10,B.1.1.529,,0
27-Nov-21,Other,weighted,USA,Other*,0.1-0.4%,0.002476946
27-Nov-21,Other,weighted,1,Other*,0.0-0.5%,0.001086767
27-Nov-21,Other,weighted,2,Other*,0.1-1.7%,0.005142546
27-Nov-21,Other,weighted,3,Other*,0.0-0.7%,0.001758779
27-Nov-21,Other,weighted,4,Other*,0.0-1.3%,0.003808077
27-Nov-21,Other,weighted,5,Other*,0.0-0.7%,0.002414868
27-Nov-21,Other,weighted,6,Other*,0.0-0.8%,0.001845357
27-Nov-21,Other,weighted,7,Other*,0.0-3.1%,0.006128088
27-Nov-21,Other,weighted,8,Other*,0.0-0.9%,0.00136738
27-Nov-21,Other,weighted,9,Other*,0.0-0.8%,0.001509149
27-Nov-21,Other,weighted,10,Other*,,0
04-Dec-21,VOC,weighted,USA,B.1.617.2,98.8-99.6%,0.992840946
04-Dec-21,VOC,weighted,USA,B.1.1.529,0.4-1.1%,0.00681087
04-Dec-21,VOC,weighted,1,B.1.617.2,99.5-99.8%,0.996981621
04-Dec-21,VOC,weighted,1,B.1.1.529,0.2-0.5%,0.003018373
04-Dec-21,VOC,weighted,2,B.1.617.2,93.9-99.1%,0.972535491
04-Dec-21,VOC,weighted,2,B.1.1.529,1.0-4.8%,0.0239406
04-Dec-21,VOC,weighted,3,B.1.617.2,98.3-99.9%,0.994375885
04-Dec-21,VOC,weighted,3,B.1.1.529,0.1-1.7%,0.00562413
04-Dec-21,VOC,weighted,4,B.1.617.2,97.2-99.7%,0.988551438
04-Dec-21,VOC,weighted,4,B.1.1.529,0.3-2.7%,0.011023396
04-Dec-21,VOC,weighted,5,B.1.617.2,98.9-99.9%,0.996278405
04-Dec-21,VOC,weighted,5,B.1.1.529,0.1-1.1%,0.003721619
04-Dec-21,VOC,weighted,6,B.1.617.2,91.7-100.0%,0.983830631
04-Dec-21,VOC,weighted,6,B.1.1.529,0.0-8.3%,0.016169347
04-Dec-21,VOC,weighted,7,B.1.617.2,97.1-100.0%,0.996146262
04-Dec-21,VOC,weighted,7,B.1.1.529,0.0-2.9%,0.003853726
04-Dec-21,VOC,weighted,8,B.1.617.2,97.1-100.0%,0.996021688
04-Dec-21,VOC,weighted,8,B.1.1.529,0.0-2.9%,0.003978283
04-Dec-21,VOC,weighted,9,B.1.617.2,99.7-99.9%,0.998478889
04-Dec-21,VOC,weighted,9,B.1.1.529,0.1-0.3%,0.001521089
04-Dec-21,VOC,weighted,10,B.1.617.2,,1
04-Dec-21,VOC,weighted,10,B.1.1.529,,0
04-Dec-21,Other,weighted,USA,Other*,0.0-0.2%,0.00034818
04-Dec-21,Other,weighted,1,Other*,,0
04-Dec-21,Other,weighted,2,Other*,0.0-1.7%,0.003523915
04-Dec-21,Other,weighted,3,Other*,,0
04-Dec-21,Other,weighted,4,Other*,0.0-0.4%,0.000425183
04-Dec-21,Other,weighted,5,Other*,,0
04-Dec-21,Other,weighted,6,Other*,,0
04-Dec-21,Other,weighted,7,Other*,,0
04-Dec-21,Other,weighted,8,Other*,,0
04-Dec-21,Other,weighted,9,Other*,,0
04-Dec-21,Other,weighted,10,Other*,,0
11-Dec-21,VOC,smoothed,USA,B.1.617.2,74.0-94.3%,0.869987607
11-Dec-21,VOC,smoothed,USA,B.1.1.529,5.3-25.7%,0.125627965
11-Dec-21,VOC,smoothed,1,B.1.617.2,89.9-99.8%,0.979101956
11-Dec-21,VOC,smoothed,1,B.1.1.529,0.1-10.2%,0.017426072
11-Dec-21,VOC,smoothed,2,B.1.617.2,41.2-93.2%,0.742101848
11-Dec-21,VOC,smoothed,2,B.1.1.529,6.5-58.6%,0.253662854
11-Dec-21,VOC,smoothed,3,B.1.617.2,74.6-97.9%,0.91271311
11-Dec-21,VOC,smoothed,3,B.1.1.529,2.0-25.2%,0.084080458
11-Dec-21,VOC,smoothed,4,B.1.617.2,33.8-85.1%,0.62535584
11-Dec-21,VOC,smoothed,4,B.1.1.529,14.6-65.9%,0.370086461
11-Dec-21,VOC,smoothed,5,B.1.617.2,51.1-88.8%,0.736886382
11-Dec-21,VOC,smoothed,5,B.1.1.529,10.9-48.6%,0.259303302
11-Dec-21,VOC,smoothed,6,B.1.617.2,45.9-91.3%,0.739999592
11-Dec-21,VOC,smoothed,6,B.1.1.529,8.4-53.3%,0.253879398
11-Dec-21,VOC,smoothed,7,B.1.617.2,89.5-99.9%,0.982218027
11-Dec-21,VOC,smoothed,7,B.1.1.529,0.0-10.5%,0.012789913
11-Dec-21,VOC,smoothed,8,B.1.617.2,78.1-99.4%,0.949012399
11-Dec-21,VOC,smoothed,8,B.1.1.529,0.4-22.2%,0.047075637
11-Dec-21,VOC,smoothed,9,B.1.617.2,87.4-98.6%,0.953857005
11-Dec-21,VOC,smoothed,9,B.1.1.529,1.1-12.0%,0.041328307
11-Dec-21,VOC,smoothed,10,B.1.617.2,15.4-90.7%,0.56448406
11-Dec-21,VOC,smoothed,10,B.1.1.529,9.1-84.7%,0.433721602
11-Dec-21,Other,smoothed,USA,Other*,0.3-0.7%,0.004384414
11-Dec-21,Other,smoothed,1,Other*,0.2-0.6%,0.003471971
11-Dec-21,Other,smoothed,2,Other*,0.2-0.9%,0.004235331
11-Dec-21,Other,smoothed,3,Other*,0.1-0.7%,0.003206404
11-Dec-21,Other,smoothed,4,Other*,0.3-0.8%,0.00455772
11-Dec-21,Other,smoothed,5,Other*,0.2-0.7%,0.003810325
11-Dec-21,Other,smoothed,6,Other*,0.3-1.1%,0.006121029
11-Dec-21,Other,smoothed,7,Other*,0.2-1.3%,0.004992058
11-Dec-21,Other,smoothed,8,Other*,0.2-0.9%,0.003911971
11-Dec-21,Other,smoothed,9,Other*,0.2-1.2%,0.004814679
11-Dec-21,Other,smoothed,10,Other*,0.0-0.5%,0.001794331
18-Dec-21,VOC,smoothed,USA,B.1.617.2,5.1-65.8%,0.266376853
18-Dec-21,VOC,smoothed,USA,B.1.1.529,34.0-94.9%,0.732379377
18-Dec-21,VOC,smoothed,1,B.1.617.2,14.2-95.5%,0.621423841
18-Dec-21,VOC,smoothed,1,B.1.1.529,4.3-85.9%,0.37650907
18-Dec-21,VOC,smoothed,2,B.1.617.2,1.0-30.8%,0.079104505
18-Dec-21,VOC,smoothed,2,B.1.1.529,69.1-99.0%,0.920471966
18-Dec-21,VOC,smoothed,3,B.1.617.2,3.9-64.5%,0.241586715
18-Dec-21,VOC,smoothed,3,B.1.1.529,35.4-96.1%,0.757617176
18-Dec-21,VOC,smoothed,4,B.1.617.2,0.5-21.2%,0.047274657
18-Dec-21,VOC,smoothed,4,B.1.1.529,78.7-99.5%,0.952402115
18-Dec-21,VOC,smoothed,5,B.1.617.2,1.2-28.1%,0.077018268
18-Dec-21,VOC,smoothed,5,B.1.1.529,71.8-98.8%,0.922608137
18-Dec-21,VOC,smoothed,6,B.1.617.2,1.8-24.1%,0.078821287
18-Dec-21,VOC,smoothed,6,B.1.1.529,75.8-98.2%,0.920567095
18-Dec-21,VOC,smoothed,7,B.1.617.2,14.9-98.3%,0.690586209
18-Dec-21,VOC,smoothed,7,B.1.1.529,1.6-85.1%,0.30612132
18-Dec-21,VOC,smoothed,8,B.1.617.2,4.4-84.9%,0.371399373
18-Dec-21,VOC,smoothed,8,B.1.1.529,14.9-95.6%,0.627164483
18-Dec-21,VOC,smoothed,9,B.1.617.2,11.8-76.1%,0.403275371
18-Dec-21,VOC,smoothed,9,B.1.1.529,23.7-88.2%,0.594815135
18-Dec-21,VOC,smoothed,10,B.1.617.2,0.0-26.3%,0.036819905
18-Dec-21,VOC,smoothed,10,B.1.1.529,73.6-100.0%,0.963070333
18-Dec-21,Other,smoothed,USA,Other*,0.0-0.4%,0.001243799
18-Dec-21,Other,smoothed,1,Other*,0.1-0.4%,0.002067126
18-Dec-21,Other,smoothed,2,Other*,0.0-0.2%,0.000423503
18-Dec-21,Other,smoothed,3,Other*,0.0-0.3%,0.000796137
18-Dec-21,Other,smoothed,4,Other*,0.0-0.1%,0.000323206
18-Dec-21,Other,smoothed,5,Other*,0.0-0.1%,0.000373582
18-Dec-21,Other,smoothed,6,Other*,0.0-0.2%,0.0006116
18-Dec-21,Other,smoothed,7,Other*,0.2-0.7%,0.00329246
18-Dec-21,Other,smoothed,8,Other*,0.0-0.6%,0.001436137
18-Dec-21,Other,smoothed,9,Other*,0.1-0.5%,0.001909487
18-Dec-21,Other,smoothed,10,Other*,0.0-0.1%,0.00010979
